filename,width,height,class,xmin,ymin,xmax,ymax
69_jpg.rf.399c2db1fef5c27d254222ae2c71982d.jpg,200,200,Kawung patern,88,140,199,199




11_png.rf.3e9f0cf5f4f8a1c445097335943fcd92.jpg,200,200,Kawung patern,0,0,111,101

23_jpg.rf.3bdd2e2e66c380b086ea513702b1bbaf.jpg,200,200,Kawung motif,0,0,97,103



23_jpg.rf.47b2092704c0244e9f1fffb242c5649e.jpg,200,200,Kawung motif,0,0,123,103

62_jpg.rf.42f76e54878ae6cca9457dd674ff27ce.jpg,200,200,Kawung patern,98,148,199,199





14_jpg.rf.4340c850efa4d4b3ef66d4362c99f780.jpg,200,200,Kawung patern,0,0,111,66

45_jpg.rf.49400e41e89f68d31ef7606bf25898ac.jpg,200,200,Kawung motif,68,0,199,79


37_jpg.rf.44f37b2c0189b1fcd9841bab5e1836d7.jpg,200,200,Kawung patern,104,0,199,79
37_jpg.rf.44f37b2c0189b1fcd9841bab5e1836d7.jpg,200,200,Kawung patern,104,80,199,199









23_jpg.rf.557c0b4b176e5944909d021efaeb55c8.jpg,200,200,Kawung motif,0,0,81,141

39_jpg.rf.4d7e3fa87b8dd1ba011eca310407e48e.jpg,200,200,Kawung patern,108,0,162,77
51_jpg.rf.4f7fe3382e2dc9285354491a68845597.jpg,200,200,Kawung patern,106,80,191,155



10_jpg.rf.54dcb5851a24ce1a38341692dd7e19fb.jpg,200,200,Kawung patern,0,0,65,97
10_jpg.rf.54dcb5851a24ce1a38341692dd7e19fb.jpg,200,200,Kawung patern,66,160,150,199
40_jpg.rf.524bfbfe0a4d482852b13b6c94bb2f6d.jpg,200,200,Kawung patern,164,96,199,192





53_jpg.rf.54b47a7da84df4b478a260661d742396.jpg,200,200,Kawung motif,136,0,199,81






23_jpg.rf.588977697c5d3adc58cfc8814683508d.jpg,200,200,Kawung motif,0,0,81,141



25_jpg.rf.5a6d9bf9fb6ae84a898ebd5ca1f58ce9.jpg,200,200,Kawung motif,98,0,199,121






54_jpg.rf.5f6cfacf06a35bcc2183bea84eed42ee.jpg,200,200,Kawung patern,94,0,199,25



43_jpg.rf.62199839a8bcd91f50a6a1f573e1a0fd.jpg,200,200,Kawung motif,92,108,199,199




33_jpg.rf.69c9abb24d8dda9507567da8c74610de.jpg,200,200,Kawung motif,126,0,199,109





56_jpg.rf.6d773358a438462c21ce4e68252e34ed.jpg,200,200,Kawung patern,61,143,112,199






39_jpg.rf.6c52045e2a088ee277be2c748704b120.jpg,200,200,Kawung patern,112,0,199,73
55_jpg.rf.6a3ed8b2b7daad20f69c724a112b7112.jpg,200,200,Kawung patern,104,106,156,168























13_jpg.rf.7d5ce8e396d04d6bb17ec6d628645c23.jpg,200,200,Kawung patern,0,0,143,107


23_jpg.rf.7e3f5bf2d7c4f913423eef6f73daba6d.jpg,200,200,Kawung motif,0,0,123,103






20_jpg.rf.784493bb9b70a3728964f72622261656.jpg,200,200,Kawung patern,174,0,199,107












25_jpg.rf.7d4af7a8b4b990810ee7ea4d65bd6538.jpg,200,200,Kawung patern,3,70,87,105







61_jpg.rf.8bb22bf4c594e20983e80f06db53e854.jpg,200,200,Kawung patern,120,0,199,91
22_jpg.rf.804785056abd2e02e17ef24cafea8dfc.jpg,200,200,Kawung motif,0,66,51,127




55_jpg.rf.8fdc94e93fb2552470bb4a84fd0f7b34.jpg,200,200,Kawung motif,104,0,199,105




20_jpg.rf.9ae315fe9a20fb06d324c2b67c590e03.jpg,200,200,Kawung patern,66,0,164,71
20_jpg.rf.9ae315fe9a20fb06d324c2b67c590e03.jpg,200,200,Kawung patern,10,72,65,147
13_jpg.rf.903d29db4e14707d34ab89665de9aa17.jpg,200,200,Kawung patern,0,12,79,83
19_jpg.rf.8d2bf3f15c6f401d16b4127e5280732d.jpg,200,200,Kawung motif,0,0,89,103








69_jpg.rf.9ba35c4392f459bdf8f754766e195adf.jpg,200,200,Kawung patern,0,145,118,199




62_jpg.rf.9a9d4f3e1c63b205861c7ad0cfdbe38b.jpg,200,200,Kawung patern,86,86,154,199
68_jpg.rf.a460d75d157348f6797f49111f19af0c.jpg,200,200,Kawung patern,159,115,199,199


70_jpg.rf.aa67882047db99cbf7689c3c08a650f4.jpg,200,200,Kawung patern,0,100,106,173













22_jpg.rf.9734835e740cb931885876a08b079d8b.jpg,200,200,Kawung motif,0,0,62,76



58_jpg.rf.ab6d93a8a7dae08a377b501cd735dc07.jpg,200,200,Kawung motif,92,0,199,119







22_jpg.rf.ae7ad479b3d306f1c39b4a6c8508c677.jpg,200,200,Kawung motif,70,29,83,103









14_jpg.rf.be07f6ea5d29ceaf8a0e2e7298da6e1a.jpg,200,200,Kawung patern,0,12,56,99







































51_jpg.rf.c91bf3d01a9c52ea86be392c657f3389.jpg,200,200,Kawung motif,106,80,199,199





50_jpg.rf.cb448ed871b3769578c193f397ca7c5a.jpg,200,200,Kawung motif,0,80,93,199
70_jpg.rf.cca658b82b8bee1dc17a58dea4f966a4.jpg,200,200,Kawung motif,0,100,125,199




13_jpg.rf.d0891ac8dfaedf8cecb65c28c755d13d.jpg,200,200,Kawung motif,76,0,199,103
39_jpg.rf.d18c893bdc80d80b42d328bf11edeea0.jpg,200,200,Kawung patern,88,0,199,109


11_png.rf.da0e33b73186d3e19b8f6bc767fb3313.jpg,200,200,Kawung patern,0,0,31,101
23_jpg.rf.d1fed32acc6dd13f7bd016f94d837470.jpg,200,200,Kawung motif,0,0,97,103



6_jpg.rf.d426586b04c0ae4902f1660484133c32.jpg,200,200,Kawung patern,92,105,199,199




























54_jpg.rf.e1fdca0b7e83d0ba829fd2120f65b5f0.jpg,200,200,Kawung motif,76,102,199,199

23_jpg.rf.e50437da4c4521ff487dfeb2b938b951.jpg,200,200,Kawung motif,0,0,123,103




11_png.rf.e6b113b3c8135cd2fdabf1d6d1ab19e6.jpg,200,200,Kawung patern,0,0,103,95
11_png.rf.e78579e7b7f74552b08db56fdbe2928c.jpg,200,200,Kawung patern,65,0,103,95
69_jpg.rf.e658cfbbb4676d2ccd78064567b9ec2e.jpg,200,200,Kawung patern,88,140,133,199
19_jpg.rf.eb891e29958aec4f86d1f26fc7fcfd2d.jpg,200,200,Kawung motif,0,0,107,85






64_jpg.rf.ec144819e49f31f03c748a58a44c55d1.jpg,200,200,Kawung motif,62,0,199,85
64_jpg.rf.ec144819e49f31f03c748a58a44c55d1.jpg,200,200,Kawung patern,0,86,61,199



45_jpg.rf.eef19781df4d16675a837a92a0394c2c.jpg,200,200,Kawung patern,108,80,152,107
45_jpg.rf.eef19781df4d16675a837a92a0394c2c.jpg,200,200,Kawung patern,0,122,107,199
56_jpg.rf.ed46f79570c3782adec65b4b1328b27d.jpg,200,200,Kawung patern,88,70,199,199





14_jpg.rf.e1fecdea8d205295dca8ab01829b0294.jpg,200,200,Kawung patern,0,0,71,125
14_jpg.rf.e1fecdea8d205295dca8ab01829b0294.jpg,200,200,Kawung motif,98,126,199,199

25_jpg.rf.f03bb03a6eb3003ce764c7bd4e85fbe4.jpg,200,200,Kawung patern,0,0,40,85
25_jpg.rf.f03bb03a6eb3003ce764c7bd4e85fbe4.jpg,200,200,Kawung motif,98,0,199,121
25_jpg.rf.f03bb03a6eb3003ce764c7bd4e85fbe4.jpg,200,200,Kawung patern,0,147,97,199

13_jpg.rf.f13b717710cd4ab87af5feac46c6aeaa.jpg,200,200,Kawung patern,0,0,75,103






58_jpg.rf.f698c0fd89295b2ca0b99b09266f8329.jpg,200,200,Kawung motif,92,0,199,119
36_jpg.rf.f3180c431be5698384000262b3ac63f7.jpg,200,200,Kawung patern,66,0,133,47




19_jpg.rf.f4b0ff5cec105431ca0c1c0831ddd14a.jpg,200,200,Kawung motif,0,0,26,60





67_jpg.rf.efa94f894d95885cbcba015e49bc0360.jpg,200,200,Kawung patern,0,124,123,199

57_jpg.rf.fb50f694d195474629901d8901d2e7f3.jpg,200,200,Kawung motif,94,86,198,106
