filename,width,height,class,xmin,ymin,xmax,ymax
37_jpg.rf.7d91bdc1d52e29ffa997b47d0cec9c76.jpg,200,200,Kawung patern,110,0,199,93

61_jpg.rf.7c8901c4ee505f7f1f32c66458e53ea5.jpg,200,200,Kawung patern,33,124,101,199



36_jpg.rf.855b6a80daa5ab022c5c950660e00404.jpg,200,200,Kawung motif,80,68,199,199






7_jpg.rf.81ac79d7d7bfceec100dae51ae4f87e4.jpg,200,200,Kawung patern,69,96,125,199




22_jpg.rf.87eafc250c7a63948fb49abc7ba8de6b.jpg,200,200,Kawung motif,108,0,199,114




56_jpg.rf.8d40f96d5f6153bdf00be2643fe87088.jpg,200,200,Kawung patern,128,44,199,75






19_jpg.rf.88c4ba597acf6347ddc247abe1da5822.jpg,200,200,Kawung motif,0,0,101,65










33_jpg.rf.9117d90cda26cc7882ca58480743990a.jpg,200,200,Kawung motif,88,76,199,199














14_jpg.rf.93cd35200834aa68e59b80f0242f2f84.jpg,200,200,Kawung patern,0,0,62,101







23_jpg.rf.9ccde8d552d813b078a7134eea8226c6.jpg,200,200,Kawung motif,0,0,112,85

34_jpg.rf.9be719c48ba239c16e9b26bc77547d95.jpg,200,200,Kawung patern,102,0,199,121

11_png.rf.9d848599b86235f4752ef8bae42c797f.jpg,200,200,Kawung patern,0,0,81,71

64_jpg.rf.9faa2c8f7707b2163a62fd0f9302fc08.jpg,200,200,Kawung motif,0,84,95,199
64_jpg.rf.9faa2c8f7707b2163a62fd0f9302fc08.jpg,200,200,Kawung patern,96,120,199,199






66_jpg.rf.a2a221cf48bb083a8e4ea3dae5c91fff.jpg,200,200,Kawung patern,94,24,199,95
66_jpg.rf.a2a221cf48bb083a8e4ea3dae5c91fff.jpg,200,200,Kawung patern,0,96,55,199








61_jpg.rf.a5a0584fb5e0ab7a374aa955e66dc48a.jpg,200,200,Kawung motif,96,76,199,196
11_png.rf.a7b06904603d57800a5d6e2b5278f278.jpg,200,200,Kawung patern,0,0,121,81
11_png.rf.a7b06904603d57800a5d6e2b5278f278.jpg,200,200,Kawung patern,122,0,199,81











68_jpg.rf.a6d1880c4397a289a8fc24bd1857ab6d.jpg,200,200,Kawung motif,0,122,59,199




6_jpg.rf.b1e4493e989ef2da5059cf17a6377e5d.jpg,200,200,Kawung patern,108,0,148,114


55_jpg.rf.aa9166a7992356ff9122f0ad8f7a8837.jpg,200,200,Kawung patern,0,113,83,199

14_jpg.rf.a8b89d366de84cbda4811d3aa5ba570e.jpg,200,200,Kawung patern,0,59,65,114
14_jpg.rf.a8b89d366de84cbda4811d3aa5ba570e.jpg,200,200,Kawung patern,16,142,65,199
64_jpg.rf.b470b187a30d69fd9f8f94f68437b9c3.jpg,200,200,Kawung motif,174,112,199,199
23_jpg.rf.b5567d8b260b574facf555e4c927bac3.jpg,200,200,Kawung motif,0,0,112,85






23_jpg.rf.addc60fa3be2f2e5dca25c5e14707be5.jpg,200,200,Kawung motif,0,0,112,85





56_jpg.rf.b6c06c8c7e4fd0c125e4b57752eae549.jpg,200,200,Kawung motif,134,64,199,199
67_jpg.rf.b8ae14b94514d92c05f4d377f1dc9dff.jpg,200,200,Kawung motif,0,110,105,199


6_jpg.rf.b6a102759764d4febe2eb34c40fd744e.jpg,200,200,Kawung patern,0,150,80,199

33_jpg.rf.b87c0d0d7e4efad3babb261dc8a248bd.jpg,200,200,Kawung patern,88,0,193,75




















13_jpg.rf.c0948567d89806034245078a28cc1479.jpg,200,200,Kawung patern,0,0,75,105
13_jpg.rf.c0948567d89806034245078a28cc1479.jpg,200,200,Kawung motif,76,106,199,199



51_jpg.rf.c9640b0f33e5176914419b96b3545496.jpg,200,200,Kawung motif,74,0,199,121



66_jpg.rf.c90f8c839f9b65fd8715ca914d067c19.jpg,200,200,Kawung motif,0,112,53,199

25_jpg.rf.b1cdfef27023287fd391bbd2b719051d.jpg,200,200,Kawung patern,0,17,60,103




56_jpg.rf.cd1042de2f5deb1a7776641c5398c60a.jpg,200,200,Kawung motif,96,0,199,112
58_jpg.rf.cdef41dcc8ded7ba6af0e83eebb10e6f.jpg,200,200,Kawung patern,102,107,193,199
72_png.rf.cb7dfac3d01767216ce35b8609817079.jpg,200,200,Kawung patern,93,11,199,123
57_jpg.rf.cce28b5ade648b633d4aca07671b882d.jpg,200,200,Kawung patern,16,110,92,199
69_jpg.rf.cc2d77e672d33840dd0d0658a199e22c.jpg,200,200,Kawung patern,134,113,176,199

23_jpg.rf.d3c636d6f3fb1a225a3de6c086c448f2.jpg,200,200,Kawung motif,0,0,109,99




19_jpg.rf.d546c86b1cd9f9eb0f0c34e6e34856bf.jpg,200,200,Kawung motif,64,108,199,199

75_jpg.rf.cd8c1b597867ab9cceb4ac94bca208ea.jpg,200,200,Kawung patern,21,112,77,180
75_jpg.rf.cd8c1b597867ab9cceb4ac94bca208ea.jpg,200,200,Kawung patern,78,112,199,199



10_jpg.rf.d813007807e92ac5c81df2dab9a84a91.jpg,200,200,Kawung patern,0,0,83,84
10_jpg.rf.d813007807e92ac5c81df2dab9a84a91.jpg,200,200,Kawung patern,84,134,192,199



62_jpg.rf.d08fa88ca2c4df711835a03096142656.jpg,200,200,Kawung motif,94,0,170,67
62_jpg.rf.d08fa88ca2c4df711835a03096142656.jpg,200,200,Kawung patern,94,68,199,199


37_jpg.rf.d562887445721ce3eaadff4e00b39cc7.jpg,200,200,Kawung motif,0,94,109,199






23_jpg.rf.dfa0039ee4a2f21624791f5edb8b2cda.jpg,200,200,Kawung motif,0,0,99,125



70_jpg.rf.e5a8f2f17e647878b5d6d508c80d501d.jpg,200,200,Kawung motif,106,134,199,199
6_jpg.rf.dca9158afc36d5313f36ef8a7a0277bd.jpg,200,200,Kawung patern,136,82,199,199
67_jpg.rf.cccc7edcb3d4e45cd91b632da7dbf2c9.jpg,200,200,Kawung patern,0,160,60,199

72_png.rf.df67acdde9c695906f1deb2a36e69b37.jpg,200,200,Kawung motif,0,86,112,199


68_jpg.rf.e1526cb7cd26cf1bf3532a3b90c7313d.jpg,200,200,Kawung patern,60,0,138,71








20_jpg.rf.00c939b2e5946e5bce53e810699cea02.jpg,200,200,Kawung motif,0,82,61,199



14_jpg.rf.015903674e52a43271389ae0fa8e22bd.jpg,200,200,Kawung motif,0,133,58,199






7_jpg.rf.052715a0d7b6569f4c4d6c6395673639.jpg,200,200,Kawung motif,109,96,125,129
65_jpg.rf.0c6a67b5d6c3badbaa6f27e0bebfb3cf.jpg,200,200,Kawung motif,102,0,171,46


















51_jpg.rf.026b779325ab4848ede4b93e26a8a602.jpg,200,200,Kawung motif,0,92,77,199




66_jpg.rf.12f7c5f6ad4d6307e692d58bb865f550.jpg,200,200,Kawung patern,94,0,199,79
66_jpg.rf.12f7c5f6ad4d6307e692d58bb865f550.jpg,200,200,Kawung patern,0,80,93,199
68_jpg.rf.1f12752d612dd5baab8e8f5585fa56d4.jpg,200,200,Kawung patern,113,153,138,199

























68_jpg.rf.274ea5698bf2435607833ac84b2379a8.jpg,200,200,Kawung patern,0,106,107,199







19_jpg.rf.24a19cef3c79e0acbf21057484dfb75a.jpg,200,200,Kawung motif,25,0,63,107




40_jpg.rf.263718c4b162320116fdb964eef1d317.jpg,200,200,Kawung patern,156,100,199,191












14_jpg.rf.30a6741be0c2578ad415f3e51510a2d5.jpg,200,200,Kawung patern,0,0,95,99





23_jpg.rf.348a6115847555d5f169ac0740004157.jpg,200,200,Kawung motif,0,0,109,99








50_jpg.rf.36337f60ab4201913f7bf974736c78df.jpg,200,200,Kawung motif,102,0,199,137










72_png.rf.27df21e891e298c39ae1b4118b3d4f43.jpg,200,200,Kawung motif,0,86,79,199




75_jpg.rf.41093c65339fd04fa73fb4c3b34ffd8c.jpg,200,200,Kawung motif,0,88,85,199



55_jpg.rf.3dc8fbb5f06468e96e1f02f85232bd72.jpg,200,200,Kawung patern,106,25,199,105
45_jpg.rf.3046ef63e94ef1852c9ae55549b7e075.jpg,200,200,Kawung patern,92,18,162,59





65_jpg.rf.4594e771366244e2f85591674994ce27.jpg,200,200,Kawung motif,0,84,56,199



57_jpg.rf.47f4fa89c97ee4a1a41121fa8e82e4d7.jpg,200,200,Kawung patern,98,39,136,81

22_jpg.rf.3ad4fd82c347b5e22716674e08b83141.jpg,200,200,Kawung motif,0,64,60,126



43_jpg.rf.4700049ff21cab6eb380d6b422cbbec7.jpg,200,200,Kawung patern,140,0,162,69



61_jpg.rf.4080559eb4a211e7b9544b93c2e0bf53.jpg,200,200,Kawung patern,30,125,109,199





22_jpg.rf.4aa6275ebff6d7a204639bbb991e0970.jpg,200,200,Kawung motif,78,0,199,127










58_jpg.rf.4c72b77ec525dad9423751e71ac164ca.jpg,200,200,Kawung patern,122,111,199,199





34_jpg.rf.56ab20d048f1f8d36e0ddffb69e3f282.jpg,200,200,Kawung motif,115,0,199,123





52_jpg.rf.5b102e3aca0ed339a07f17449a8046ee.jpg,200,200,Kawung motif,132,0,199,114














57_jpg.rf.62dd210e08e48531d9e8026da62a534a.jpg,200,200,Kawung motif,111,38,199,81


















74_jpg.rf.6babb486caa4305182ad2002f1a7cf19.jpg,200,200,Kawung motif,0,54,95,199
11_png.rf.6b204b1a1995a9cfc4d9ed185b26eb8a.jpg,200,200,Kawung patern,0,0,121,57
8_jpg.rf.64d4241868bf253c0f3dcd022d08774e.jpg,200,200,Kawung patern,100,86,199,199

44_jpg.rf.6207179fa8d67c8f13bc231942fc3753.jpg,200,200,Kawung patern,120,44,199,105
44_jpg.rf.6207179fa8d67c8f13bc231942fc3753.jpg,200,200,Kawung patern,120,106,199,199
